fips,State,County,Urban,LILATracts_1And10,HUNVFlag,SNAP_Participants,MedianIncome,PovertyPercent,TotalPopulation
24041,Maryland,Talbot County,0.3,0.3,0.2,4078,73547,8.7,37167
26005,Michigan,Allegan County,0.375,0.08333333333333333,0.20833333333333334,15860,62965,10.4,116143
26003,Michigan,Alger County,0.0,0.3333333333333333,0.0,1409,45570,11.2,9151
26127,Michigan,Oceana County,0.14285714285714285,0.2857142857142857,0.14285714285714285,6792,50104,15.0,26416
26035,Michigan,Clare County,0.09090909090909091,0.0,0.18181818181818182,11297,39565,22.7,30651
26073,Michigan,Isabella County,0.5333333333333333,0.13333333333333333,0.13333333333333333,11375,45116,26.0,70688
26157,Michigan,Tuscola County,0.15384615384615385,0.15384615384615385,0.23076923076923078,12772,49988,14.2,52939
26007,Michigan,Alpena County,0.5555555555555556,0.1111111111111111,0.3333333333333333,7165,43363,14.3,28520
26111,Michigan,Midland County,0.47368421052631576,0.10526315789473684,0.2631578947368421,13924,62625,10.4,83355
26135,Michigan,Oscoda County,0.0,0.0,0.2,2351,42335,16.2,8248
26037,Michigan,Clinton County,0.45454545454545453,0.09090909090909091,0.045454545454545456,7534,70390,8.8,78389
26057,Michigan,Gratiot County,0.4,0.3,0.2,8999,47848,16.7,40916
26091,Michigan,Lenawee County,0.43478260869565216,0.17391304347826086,0.17391304347826086,19385,55450,11.4,98381
26117,Michigan,Montcalm County,0.07692307692307693,0.07692307692307693,0.46153846153846156,14389,49448,14.4,63413
26147,Michigan,St. Clair County,0.5510204081632653,0.14285714285714285,0.22448979591836735,38266,56951,12.7,159247
26161,Michigan,Washtenaw County,0.82,0.15,0.2,41065,72586,14.0,367000
26027,Michigan,Cass County,0.18181818181818182,0.0,0.18181818181818182,10579,55107,12.1,51523
26143,Michigan,Roscommon County,0.1,0.1,0.1,6777,42054,16.7,23851
26023,Michigan,Branch County,0.3333333333333333,0.16666666666666666,0.3333333333333333,8198,51947,15.8,43513
26075,Michigan,Jackson County,0.6052631578947368,0.21052631578947367,0.39473684210526316,32912,53658,13.8,158636
26099,Michigan,Macomb County,0.958139534883721,0.11162790697674418,0.19069767441860466,171353,62855,10.6,870325
26013,Michigan,Baraga County,0.0,1.0,0.0,1693,46065,14.8,8421
26045,Michigan,Eaton County,0.6428571428571429,0.10714285714285714,0.14285714285714285,14270,64348,10.1,109456
13293,Georgia,Upson County,0.2857142857142857,0.42857142857142855,0.2857142857142857,6437,37640,20.9,26236
13303,Georgia,Washington County,0.2,0.4,0.6,4294,38068,22.3,20436
13311,Georgia,White County,0.0,0.0,0.0,2823,52493,10.8,29489
13225,Georgia,Peach County,0.16666666666666666,0.0,0.6666666666666666,5528,46636,22.2,27145
13223,Georgia,Paulding County,0.7368421052631579,0.05263157894736842,0.15789473684210525,13963,68370,8.2,159825
13229,Georgia,Pierce County,0.0,0.25,0.25,3873,42804,22.1,19250
13231,Georgia,Pike County,0.0,0.0,0.25,1892,64878,9.5,18327
13245,Georgia,Richmond County,0.9361702127659575,0.5319148936170213,0.425531914893617,40819,42728,23.0,201852
13251,Georgia,Screven County,0.0,0.2,0.4,3037,39842,22.5,13989
13267,Georgia,Tattnall County,0.2,0.2,0.6,3883,40730,23.2,25382
13019,Georgia,Berrien County,0.0,0.3333333333333333,0.16666666666666666,3678,40415,24.2,19152
17135,Illinois,Montgomery County,0.375,0.5,0.375,6336,52748,16.6,28828
17195,Illinois,Whiteside County,0.6111111111111112,0.2222222222222222,0.1111111111111111,9929,54232,10.7,56016
17001,Illinois,Adams County,0.7222222222222222,0.05555555555555555,0.16666666666666666,15032,52993,12.5,66085
17027,Illinois,Clinton County,0.125,0.0,0.25,0,66639,7.7,37634
17037,Illinois,DeKalb County,0.7142857142857143,0.23809523809523808,0.23809523809523808,12655,63317,16.6,104366
17081,Illinois,Jefferson County,0.5454545454545454,0.36363636363636365,0.2727272727272727,10512,49896,17.0,37985
17183,Illinois,Vermilion County,0.5833333333333334,0.25,0.375,18671,46515,18.9,77563
17197,Illinois,Will County,0.9006622516556292,0.10596026490066225,0.11258278145695365,72671,86961,6.7,689315
17199,Illinois,Williamson County,0.6,0.3333333333333333,0.4,12531,50734,13.9,67102
17041,Illinois,Douglas County,0.4,0.2,0.2,  ,56714,10.8,19623
17049,Illinois,Effingham County,0.375,0.25,0.25,0,56685,10.6,34137
17057,Illinois,Fulton County,0.25,0.16666666666666666,0.08333333333333333,5500,51643,14.7,35092
17061,Illinois,Greene County,0.4,0.0,0.0,0,49885,13.1,13132
17065,Illinois,Hamilton County,0.3333333333333333,0.0,0.0,  ,54046,9.3,8176
17073,Illinois,Henry County,0.46153846153846156,0.15384615384615385,0.07692307692307693,6598,59933,10.8,49267
17095,Illinois,Knox County,0.6875,0.25,0.25,9643,44129,18.2,50508
17105,Illinois,Livingston County,0.4,0.2,0.2,0,55160,15.0,36040
17179,Illinois,Tazewell County,0.7,0.1,0.3333333333333333,17680,63454,8.3,133195
17187,Illinois,Warren County,0.4,0.2,0.0,4763,50310,12.9,17146
18061,Indiana,Harrison County,0.0,0.0,0.16666666666666666,2561,57712,11.0,39940
18091,Indiana,LaPorte County,0.6071428571428571,0.2857142857142857,0.35714285714285715,13150,53658,15.2,110154
18169,Indiana,Wabash County,0.5,0.125,0.375,2239,54259,11.5,31389
18073,Indiana,Jasper County,0.25,0.25,0.0,2414,63892,8.2,33447
18101,Indiana,Martin County,0.3333333333333333,0.0,0.0,749,52726,11.7,10212
18127,Indiana,Porter County,0.7741935483870968,0.16129032258064516,0.0967741935483871,9225,71152,9.9,168636
18137,Indiana,Ripley County,0.16666666666666666,0.0,0.16666666666666666,2109,56332,11.9,28391
18147,Indiana,Spencer County,0.0,0.0,0.0,1139,57305,9.3,20447
18159,Indiana,Tipton County,0.25,0.0,0.0,697,58118,8.5,15162
18167,Indiana,Vigo County,0.7142857142857143,0.4642857142857143,0.39285714285714285,13633,45230,19.1,107459
18173,Indiana,Warrick County,0.5454545454545454,0.0,0.09090909090909091,2499,73482,6.9,62280
18033,Indiana,DeKalb County,0.4444444444444444,0.2222222222222222,0.1111111111111111,2507,56421,11.3,42927
18087,Indiana,LaGrange County,0.125,0.0,0.75,1285,64498,6.4,39193
18139,Indiana,Rush County,0.4,0.0,0.0,1356,54346,14.5,16641
18011,Indiana,Boone County,0.5,0.0,0.2,2066,83077,6.0,65544
27125,Minnesota,Red Lake County,0.0,0.0,0.0,283,58576,10.5,4015
27125,Minnesota,Red Lake County,0.0,0.0,0.0,4,58576,10.5,4015
26053,Michigan,Gogebic County,0.2857142857142857,0.14285714285714285,0.2857142857142857,4320,38839,17.0,15061
27093,Minnesota,Meeker County,0.3333333333333333,0.16666666666666666,0.16666666666666666,1269,63452,6.7,23105
27093,Minnesota,Meeker County,0.3333333333333333,0.16666666666666666,0.16666666666666666,28,63452,6.7,23105
27131,Minnesota,Rice County,0.6153846153846154,0.23076923076923078,0.38461538461538464,3786,68584,9.2,66185
27131,Minnesota,Rice County,0.6153846153846154,0.23076923076923078,0.38461538461538464,23,68584,9.2,66185
27131,Minnesota,Rice County,0.6153846153846154,0.23076923076923078,0.38461538461538464,0,68584,9.2,66185
27027,Minnesota,Clay County,0.6923076923076923,0.0,0.3076923076923077,6706,65269,12.3,63446
27027,Minnesota,Clay County,0.6923076923076923,0.0,0.3076923076923077,69,65269,12.3,63446
27027,Minnesota,Clay County,0.6923076923076923,0.0,0.3076923076923077,0,65269,12.3,63446
27045,Minnesota,Fillmore County,0.0,0.0,0.16666666666666666,1089,61207,10.7,20949
27045,Minnesota,Fillmore County,0.0,0.0,0.16666666666666666,25,61207,10.7,20949
27045,Minnesota,Fillmore County,0.0,0.0,0.16666666666666666,0,61207,10.7,20949
27119,Minnesota,Polk County,0.5,0.2,0.2,3631,59343,11.8,31521
27119,Minnesota,Polk County,0.5,0.2,0.2,10,59343,11.8,31521
27143,Minnesota,Sibley County,0.0,0.0,0.0,813,63439,7.9,14892
27143,Minnesota,Sibley County,0.0,0.0,0.0,3,63439,7.9,14892
27143,Minnesota,Sibley County,0.0,0.0,0.0,0,63439,7.9,14892
27165,Minnesota,Watonwan County,0.3333333333333333,0.0,0.0,648,54065,13.4,10972
27165,Minnesota,Watonwan County,0.3333333333333333,0.0,0.0,6,54065,13.4,10972
27011,Minnesota,Big Stone County,0.0,0.0,0.0,380,53900,10.1,4996
27011,Minnesota,Big Stone County,0.0,0.0,0.0,4,53900,10.1,4996
27021,Minnesota,Cass County,0.0,0.3,0.1,4172,52204,13.6,29268
27021,Minnesota,Cass County,0.0,0.3,0.1,2,52204,13.6,29268
27021,Minnesota,Cass County,0.0,0.3,0.1,0,52204,13.6,29268
27057,Minnesota,Hubbard County,0.14285714285714285,0.2857142857142857,0.0,2108,56709,11.8,21019
27057,Minnesota,Hubbard County,0.14285714285714285,0.2857142857142857,0.0,7,56709,11.8,21019
27091,Minnesota,Martin County,0.3333333333333333,0.3333333333333333,0.3333333333333333,1856,52798,13.7,19852
27091,Minnesota,Martin County,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,52798,13.7,19852
27105,Minnesota,Nobles County,0.5,0.3333333333333333,0.16666666666666666,1744,55304,13.6,21734
27105,Minnesota,Nobles County,0.5,0.3333333333333333,0.16666666666666666,16,55304,13.6,21734
27141,Minnesota,Sherburne County,0.2727272727272727,0.09090909090909091,0.2727272727272727,4150,89250,6.4,94463
27141,Minnesota,Sherburne County,0.2727272727272727,0.09090909090909091,0.2727272727272727,5,89250,6.4,94463
27141,Minnesota,Sherburne County,0.2727272727272727,0.09090909090909091,0.2727272727272727,0,89250,6.4,94463
27019,Minnesota,Carver County,0.7368421052631579,0.0,0.10526315789473684,2518,101496,4.1,101949
27019,Minnesota,Carver County,0.7368421052631579,0.0,0.10526315789473684,21,101496,4.1,101949
27019,Minnesota,Carver County,0.7368421052631579,0.0,0.10526315789473684,0,101496,4.1,101949
27085,Minnesota,McLeod County,0.5714285714285714,0.2857142857142857,0.2857142857142857,1670,62121,8.5,35832
27085,Minnesota,McLeod County,0.5714285714285714,0.2857142857142857,0.2857142857142857,19,62121,8.5,35832
27085,Minnesota,McLeod County,0.5714285714285714,0.2857142857142857,0.2857142857142857,0,62121,8.5,35832
27123,Minnesota,Ramsey County,1.0,0.11029411764705882,0.2647058823529412,67804,64660,14.0,544442
27123,Minnesota,Ramsey County,1.0,0.11029411764705882,0.2647058823529412,119,64660,14.0,544442
27123,Minnesota,Ramsey County,1.0,0.11029411764705882,0.2647058823529412,0,64660,14.0,544442
27169,Minnesota,Winona County,0.6,0.2,0.3,2731,59329,12.9,50725
27169,Minnesota,Winona County,0.6,0.2,0.3,64,59329,12.9,50725
27035,Minnesota,Crow Wing County,0.3125,0.125,0.25,0,56549,10.8,64217
27035,Minnesota,Crow Wing County,0.3125,0.125,0.25,4146,56549,10.8,64217
27035,Minnesota,Crow Wing County,0.3125,0.125,0.25,14,56549,10.8,64217
27171,Minnesota,Wright County,0.47058823529411764,0.11764705882352941,0.29411764705882354,4025,84974,4.6,134438
27171,Minnesota,Wright County,0.47058823529411764,0.11764705882352941,0.29411764705882354,8,84974,4.6,134438
27171,Minnesota,Wright County,0.47058823529411764,0.11764705882352941,0.29411764705882354,0,84974,4.6,134438
27081,Minnesota,Lincoln County,0.0,0.0,0.0,306,53077,10.9,5677
27081,Minnesota,Lincoln County,0.0,0.0,0.0,4,53077,10.9,5677
27095,Minnesota,Mille Lacs County,0.14285714285714285,0.2857142857142857,0.2857142857142857,2009,56135,12.4,25865
27095,Minnesota,Mille Lacs County,0.14285714285714285,0.2857142857142857,0.2857142857142857,13,56135,12.4,25865
27095,Minnesota,Mille Lacs County,0.14285714285714285,0.2857142857142857,0.2857142857142857,0,56135,12.4,25865
27017,Minnesota,Carlton County,0.2857142857142857,0.2857142857142857,0.14285714285714285,2431,63098,11.3,35633
27017,Minnesota,Carlton County,0.2857142857142857,0.2857142857142857,0.14285714285714285,12,63098,11.3,35633
27017,Minnesota,Carlton County,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,63098,11.3,35633
27065,Minnesota,Kanabec County,0.25,0.5,0.0,1502,57163,10.0,16089
27065,Minnesota,Kanabec County,0.25,0.5,0.0,12,57163,10.0,16089
27065,Minnesota,Kanabec County,0.25,0.5,0.0,0,57163,10.0,16089
13049,Georgia,Charlton County,0.0,0.5,0.5,1792,41961,25.2,13040
13295,Georgia,Walker County,0.46153846153846156,0.38461538461538464,0.3076923076923077,8893,46157,16.1,69039
13135,Georgia,Gwinnett County,1.0,0.1592920353982301,0.168141592920354,73394,71026,10.7,915046
13013,Georgia,Barrow County,0.6111111111111112,0.2777777777777778,0.0,8874,62345,12.6,78991
13065,Georgia,Clinch County,0.0,0.0,0.0,1633,27658,40.2,6686
13015,Georgia,Bartow County,0.4,0.26666666666666666,0.4,12821,57423,14.0,104919
13097,Georgia,Douglas County,0.75,0.3,0.35,19673,63835,12.8,143316
13131,Georgia,Grady County,0.0,0.0,0.16666666666666666,4963,43531,22.4,24828
13141,Georgia,Hancock County,0.5,0.5,0.5,1778,31860,22.2,8515
13313,Georgia,Whitfield County,0.5555555555555556,0.16666666666666666,0.2222222222222222,11792,48623,15.9,104237
13193,Georgia,Macon County,0.0,0.0,0.5,2603,32161,25.5,13305
13285,Georgia,Troup County,0.35714285714285715,0.21428571428571427,0.5,12183,45649,21.3,69919
13145,Georgia,Harris County,0.0,0.0,0.0,2212,76319,6.2,34105
13249,Georgia,Schley County,0.0,0.0,0.0,816,44448,17.2,5221
13321,Georgia,Worth County,0.0,0.0,0.4,4357,45398,19.0,20494
13093,Georgia,Dooly County,0.6666666666666666,0.6666666666666666,0.6666666666666666,2435,37340,24.1,13736
13109,Georgia,Evans County,0.0,0.0,0.3333333333333333,2893,42607,26.9,10687
13307,Georgia,Webster County,0.0,0.0,0.0,559,37297,22.4,2610
13103,Georgia,Effingham County,0.2,0.0,0.0,5974,66822,8.5,60477
13125,Georgia,Glascock County,0.0,1.0,0.0,436,45000,18.9,2996
13239,Georgia,Quitman County,0.0,0.0,1.0,654,26667,20.3,2289
13051,Georgia,Chatham County,0.9436619718309859,0.19718309859154928,0.29577464788732394,43450,56842,15.1,288496
13167,Georgia,Johnson County,0.0,0.3333333333333333,0.3333333333333333,1836,42446,22.6,9691
13173,Georgia,Lanier County,0.0,0.0,0.5,1912,40986,23.1,10380
13195,Georgia,Madison County,0.0,0.16666666666666666,0.0,3823,52500,17.1,29218
13205,Georgia,Mitchell County,0.2,0.2,0.4,5643,38116,23.1,22244
13277,Georgia,Tift County,0.3333333333333333,0.3333333333333333,0.4444444444444444,9492,45639,23.3,40541
13233,Georgia,Polk County,0.2857142857142857,0.14285714285714285,0.7142857142857143,8044,44891,18.4,41908
13263,Georgia,Talbot County,0.0,0.3333333333333333,0.3333333333333333,1169,38549,18.9,6321
13273,Georgia,Terrell County,0.25,0.25,0.25,3297,34768,32.4,8737
13275,Georgia,Thomas County,0.36363636363636365,0.18181818181818182,0.45454545454545453,9833,43740,19.2,44630
13319,Georgia,Wilkinson County,0.0,0.3333333333333333,0.6666666666666666,2079,38996,23.4,9010
13221,Georgia,Oglethorpe County,0.0,0.0,0.25,1713,47120,12.8,14931
13243,Georgia,Randolph County,0.5,0.5,1.0,2242,31699,32.9,6973
13299,Georgia,Ware County,0.5555555555555556,0.5555555555555556,0.5555555555555556,9620,36869,24.9,35593
13305,Georgia,Wayne County,0.16666666666666666,0.3333333333333333,0.3333333333333333,6162,45483,15.3,29788
13315,Georgia,Wilcox County,0.0,0.25,0.0,1757,36964,24.2,8824
13009,Georgia,Baldwin County,0.5555555555555556,0.4444444444444444,0.6666666666666666,7293,43672,23.6,45111
13031,Georgia,Bulloch County,0.5,0.16666666666666666,0.5,11803,45550,26.4,76120
13061,Georgia,Clay County,0.0,0.0,1.0,1013,22325,39.5,2951
13089,Georgia,DeKalb County,0.9861111111111112,0.2638888888888889,0.3958333333333333,131687,62399,15.1,749323
13143,Georgia,Haralson County,0.2,0.2,0.4,4859,48550,14.9,29227
13163,Georgia,Jefferson County,0.0,0.0,0.75,3868,33944,24.6,15618
13181,Georgia,Lincoln County,0.0,0.0,0.5,1193,39742,20.6,7856
13213,Georgia,Murray County,0.25,0.0,0.125,6788,48033,15.6,39724
13235,Georgia,Pulaski County,0.0,0.0,0.3333333333333333,1829,45148,22.2,11216
13241,Georgia,Rabun County,0.0,0.0,0.2,1727,42500,18.1,16645
13281,Georgia,Towns County,0.0,0.0,0.0,1009,48219,15.4,11617
13283,Georgia,Treutlen County,0.5,0.0,0.5,1630,32241,27.5,6795
13155,Georgia,Irwin County,0.0,0.0,0.5,1767,37736,23.9,9320
13001,Georgia,Appling County,0.4,0.6,0.4,3812,40304,22.5,18440
39149,Ohio,Shelby County,0.4,0.1,0.2,3347,63806,8.8,48749
39171,Ohio,Williams County,0.4444444444444444,0.1111111111111111,0.2222222222222222,3498,53183,11.2,36816
39029,Ohio,Columbiana County,0.5,0.125,0.2916666666666667,14414,48345,14.3,103190
39051,Ohio,Fulton County,0.4444444444444444,0.0,0.0,2866,63092,7.8,42253
39053,Ohio,Gallia County,0.14285714285714285,0.42857142857142855,0.42857142857142855,6515,44858,20.7,30088
39099,Ohio,Mahoning County,0.8857142857142857,0.34285714285714286,0.2714285714285714,41769,46042,17.5,229961
39145,Ohio,Scioto County,0.4,0.1,0.45,18522,41330,22.6,76040
39117,Ohio,Morrow County,0.0,0.0,0.5,3150,59452,9.7,35043
10003,Delaware,New Castle County,0.937984496124031,0.14728682170542637,0.23255813953488372,22491,73892,11.4,556165
10001,Delaware,Kent County,0.59375,0.21875,0.46875,35502,60910,13.5,176699
12099,Florida,Palm Beach County,0.975975975975976,0.03903903903903904,0.17717717717717718,151746,63299,12.2,1465027
12037,Florida,Franklin County,0.0,0.0,0.0,1614,46643,18.8,11811
12047,Florida,Hamilton County,0.0,0.6666666666666666,0.6666666666666666,2614,38569,29.9,14326
12119,Florida,Sumter County,0.3157894736842105,0.05263157894736842,0.15789473684210525,8458,57226,8.2,125044
12059,Florida,Holmes County,0.25,0.5,0.75,4144,39102,22.8,19432
12071,Florida,Lee County,0.8484848484848485,0.15757575757575756,0.18181818181818182,83439,57832,13.1,737468
12021,Florida,Collier County,0.9178082191780822,0.1506849315068493,0.2191780821917808,19448,69653,11.2,371453
12101,Florida,Pasco County,0.849624060150376,0.21804511278195488,0.19548872180451127,69041,52828,12.7,524602
12055,Florida,Highlands County,0.5,0.3076923076923077,0.2692307692307692,17901,40942,18.6,103437
12027,Florida,DeSoto County,0.3333333333333333,0.2222222222222222,0.1111111111111111,5770,35438,26.8,36903
12023,Florida,Columbia County,0.25,0.08333333333333333,0.25,13831,46494,15.8,69968
12107,Florida,Putnam County,0.25,0.3125,0.4375,16761,37670,23.6,73252
12125,Florida,Union County,0.3333333333333333,0.6666666666666666,0.0,2259,44270,20.8,15303
12075,Florida,Levy County,0.1111111111111111,0.2222222222222222,0.2222222222222222,7086,37326,20.7,40403
12127,Florida,Volusia County,0.8584070796460177,0.23008849557522124,0.19469026548672566,74965,49494,14.3,536487
12079,Florida,Madison County,0.0,0.4,0.8,2851,37037,27.8,18460
12033,Florida,Escambia County,0.9154929577464789,0.22535211267605634,0.2676056338028169,50804,50915,14.0,313491
12091,Florida,Okaloosa County,0.9024390243902439,0.04878048780487805,0.24390243902439024,18752,63412,10.9,203794
13187,Georgia,Lumpkin County,0.0,0.0,0.25,2987,51790,15.1,32402
13201,Georgia,Miller County,0.0,0.0,0.0,1482,44542,21.7,5787
13219,Georgia,Oconee County,0.16666666666666666,0.0,0.0,1380,90751,6.2,38132
13151,Georgia,Henry County,0.84,0.12,0.16,27216,71288,8.5,225356
13183,Georgia,Long County,0.0,0.0,0.5,2928,54605,18.9,18692
13257,Georgia,Stephens County,0.4,0.4,0.6,5117,47164,13.2,25750
13161,Georgia,Jeff Davis County,0.3333333333333333,0.6666666666666666,0.6666666666666666,3292,36669,22.0,15036
13037,Georgia,Calhoun County,0.0,0.5,0.5,1710,34167,27.3,6365
13021,Georgia,Bibb County,0.8863636363636364,0.3409090909090909,0.5,35981,41334,24.9,153200
13197,Georgia,Marion County,0.0,0.0,0.5,1778,44643,16.7,8432
13023,Georgia,Bleckley County,0.3333333333333333,0.3333333333333333,0.6666666666666666,2303,48174,18.0,12807
13119,Georgia,Franklin County,0.0,0.0,0.2,3775,42488,22.9,22766
13171,Georgia,Lamar County,0.3333333333333333,0.3333333333333333,0.6666666666666666,3526,44846,18.6,18672
13107,Georgia,Emanuel County,0.16666666666666666,0.6666666666666666,0.6666666666666666,5877,37453,22.1,22533
13159,Georgia,Jasper County,0.0,0.0,0.3333333333333333,2177,51250,15.5,13916
13179,Georgia,Liberty County,0.6428571428571429,0.35714285714285715,0.14285714285714285,10253,48007,15.9,61349
13253,Georgia,Seminole County,0.3333333333333333,0.3333333333333333,0.0,2421,33357,23.7,8321
13289,Georgia,Twiggs County,0.0,0.0,1.0,1729,34879,19.3,8229
13269,Georgia,Taylor County,0.0,0.0,0.0,1871,33832,25.8,8116
13279,Georgia,Toombs County,0.16666666666666666,0.3333333333333333,0.5,6709,40175,23.3,26972
39059,Ohio,Guernsey County,0.5,0.3,0.6,5416,45917,19.9,39111
39135,Ohio,Preble County,0.3333333333333333,0.0,0.08333333333333333,3958,58957,10.1,41093
39003,Ohio,Allen County,0.696969696969697,0.06060606060606061,0.2727272727272727,11807,53131,13.9,103175
39033,Ohio,Crawford County,0.6923076923076923,0.23076923076923078,0.38461538461538464,6042,44971,14.9,41821
39107,Ohio,Mercer County,0.4444444444444444,0.1111111111111111,0.1111111111111111,1763,62952,6.4,40884
39023,Ohio,Clark County,0.75,0.22727272727272727,0.22727272727272727,22060,50873,14.9,134726
39093,Ohio,Lorain County,0.8493150684931506,0.1780821917808219,0.2876712328767123,35759,58427,13.5,307670
39113,Ohio,Montgomery County,0.9539473684210527,0.23026315789473684,0.34210526315789475,69011,51542,16.6,531670
39165,Ohio,Warren County,0.7878787878787878,0.06060606060606061,0.21212121212121213,7816,87125,4.6,229132
39007,Ohio,Ashtabula County,0.52,0.28,0.52,17049,46700,19.9,97830
40071,Oklahoma,Kay County,0.8181818181818182,0.2727272727272727,0.36363636363636365,9481,46809,17.3,44402
40035,Oklahoma,Craig County,0.4,0.4,0.2,3794,43329,18.6,14390
40017,Oklahoma,Canadian County,0.7586206896551724,0.10344827586206896,0.034482758620689655,11296,72056,8.2,140455
40077,Oklahoma,Latimer County,0.0,0.0,0.3333333333333333,993,44214,18.6,10348
40139,Oklahoma,Texas County,0.4,0.2,0.0,1821,52282,19.6,20805
40127,Oklahoma,Pushmataha County,0.0,0.3333333333333333,0.6666666666666666,2074,37692,20.4,11128
40069,Oklahoma,Johnston County,0.0,0.0,0.0,2062,41332,20.9,11064
40007,Oklahoma,Beaver County,0.0,0.0,0.0,338,52349,11.4,5377
40063,Oklahoma,Hughes County,0.2,0.2,0.0,2459,39365,20.7,13372
40031,Oklahoma,Comanche County,0.71875,0.125,0.3125,19724,52161,16.1,121762
40001,Oklahoma,Adair County,0.2,0.2,0.2,6481,34695,27.8,22220
40137,Oklahoma,Stephens County,0.5454545454545454,0.18181818181818182,0.2727272727272727,7591,47214,14.3,43647
40019,Arizona,Apache County,0.0625,0.625,0.625,8473,51419,16.1,48319
40019,Oklahoma,Carter County,0.45454545454545453,0.09090909090909091,0.2727272727272727,8473,51419,16.1,48319
40055,Oklahoma,Greer County,0.5,0.5,0.0,969,41488,20.2,5861
40091,Oklahoma,McIntosh County,0.16666666666666666,0.5,0.16666666666666666,5006,39084,20.8,19725
40099,Arizona,Graham County,0.4444444444444444,0.2222222222222222,0.2222222222222222,1797,52478,15.5,13946
40099,Oklahoma,Murray County,0.3333333333333333,0.0,0.0,1797,52478,15.5,13946
40115,Oklahoma,Ottawa County,0.5555555555555556,0.3333333333333333,0.0,6870,39872,20.7,31454
40145,Oklahoma,Wagoner County,0.5454545454545454,0.09090909090909091,0.09090909090909091,7039,62795,10.4,78958
40015,Oklahoma,Caddo County,0.125,0.125,0.125,4632,46592,18.9,29242
40101,Oklahoma,Muskogee County,0.625,0.375,0.375,15703,43078,21.1,68736
40013,Oklahoma,Bryan County,0.45454545454545453,0.18181818181818182,0.09090909090909091,5703,44212,17.1,46457
13011,Georgia,Banks County,0.0,0.0,0.25,1946,47811,13.3,18708
13209,Georgia,Montgomery County,0.0,0.3333333333333333,0.3333333333333333,1399,41996,18.5,9058
13247,Georgia,Rockdale County,0.7333333333333333,0.26666666666666666,0.3333333333333333,15974,60189,13.1,89717
13309,Georgia,Wheeler County,0.0,0.0,0.5,1293,30192,25.7,7928
13059,Georgia,Clarke County,0.9333333333333333,0.43333333333333335,0.43333333333333335,15489,38623,29.6,126176
13127,Georgia,Glynn County,0.8666666666666667,0.3333333333333333,0.3333333333333333,13833,52977,18.1,84470
13157,Georgia,Jackson County,0.45454545454545453,0.0,0.45454545454545453,6304,65385,11.3,67885
13169,Georgia,Jones County,0.3333333333333333,0.16666666666666666,0.3333333333333333,3233,56020,14.0,28579
13215,Georgia,Muscogee County,1.0,0.20754716981132076,0.41509433962264153,39219,46408,20.7,195739
13259,Georgia,Stewart County,0.0,0.5,1.0,1262,29732,34.5,6293
13287,Georgia,Turner County,0.5,0.5,0.5,2416,37039,33.6,7943
13003,Georgia,Atkinson County,0.0,0.3333333333333333,0.3333333333333333,1813,37197,30.3,8239
13007,Georgia,Baker County,0.0,1.0,0.0,810,32917,22.9,3132
13043,Georgia,Candler County,0.0,0.0,0.6666666666666666,2741,33736,30.8,10812
13045,Georgia,Carroll County,0.6470588235294118,0.29411764705882354,0.5294117647058824,17318,53737,17.3,117183
13081,Georgia,Crisp County,0.16666666666666666,0.16666666666666666,0.3333333333333333,6356,36042,31.9,22713
13067,Georgia,Cobb County,1.0,0.1,0.14166666666666666,49845,77932,9.1,751218
13083,Georgia,Dade County,0.0,0.0,0.25,1581,42581,13.7,16197
13027,Georgia,Brooks County,0.2,0.4,0.0,3369,38285,22.7,15590
13105,Georgia,Elbert County,0.2,0.4,0.8,3916,38678,21.3,19166
13165,Georgia,Jenkins County,0.0,0.0,0.5,2110,27375,30.5,8793
13217,Georgia,Newton County,0.6153846153846154,0.6153846153846154,0.46153846153846156,19586,56316,15.5,108079
13071,Georgia,Colquitt County,0.4,0.4,0.4,10114,36435,24.9,45486
13063,Georgia,Clayton County,0.9591836734693877,0.4489795918367347,0.3469387755102041,65209,47864,18.6,283538
13139,Georgia,Hall County,0.5833333333333334,0.1111111111111111,0.1388888888888889,17920,62984,13.9,198667
15009,Hawaii,Maui County,0.7647058823529411,0.08823529411764706,0.08823529411764706,17546,80948,9.3,165979
17167,Illinois,Sangamon County,0.8301886792452831,0.09433962264150944,0.2830188679245283,33441,61912,14.5,196861
17157,Illinois,Randolph County,0.3333333333333333,0.1111111111111111,0.2222222222222222,5681,53816,12.7,32295
17141,Illinois,Ogle County,0.36363636363636365,0.18181818181818182,0.18181818181818182,8996,60986,9.5,51025
17137,Illinois,Morgan County,0.6,0.5,0.3,7252,51437,14.2,34247
17193,Illinois,White County,0.4,0.0,0.2,  ,49290,14.0,13868
17113,Illinois,McLean County,0.7804878048780488,0.1951219512195122,0.24390243902439024,24273,67675,14.9,172578
17161,Illinois,Rock Island County,0.875,0.25,0.275,23921,54858,14.0,143873
17185,Illinois,Wabash County,0.75,0.25,0.0,4566,50770,12.0,11546
17085,Illinois,Jo Daviess County,0.16666666666666666,0.16666666666666666,0.0,  ,57946,8.5,21588
17101,Illinois,Lawrence County,0.6,0.2,0.0,  ,46636,16.2,16033
17123,Illinois,Marshall County,0.0,0.0,0.0,  ,58465,10.6,11679
